Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2023-06-17,2023,6,Los Angeles,Corporate,Online,Clothing,Clothing,Women's Jeans,19,491.1,0.28,6718.25,4341.68,2376.57
2023-12-10,2023,12,Chicago,Corporate,Online,Electronics,Electronics,GoPro HERO11,82,418.36,0.27,25043.03,20459.88,4583.15
2024-03-31,2024,3,San Diego,Small Business,Online,Office Supplies,Office Supplies,Desk Lamp,82,186.28,0.07,14205.71,10500.33,3705.38
2025-04-23,2025,4,San Diego,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,19,140.36,0.06,2506.83,1618.47,888.36
2024-12-03,2024,12,Phoenix,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,80,441.03,0.18,28931.57,21636.1,7295.47
2025-04-17,2025,4,New York,Corporate,In-Store,Furniture,Furniture,Bookshelf,33,257.05,0.25,6361.99,5026.04,1335.95
2023-04-26,2023,4,New York,Home Office,Online,Furniture,Furniture,Conference Table,42,600.74,0.1,22707.97,14891.24,7816.73
2025-06-19,2025,6,Phoenix,Consumer,Online,Furniture,Furniture,Office Chair,58,863.32,0.04,48069.66,40131.79,7937.87
2024-09-03,2024,9,Chicago,Small Business,Online,Electronics,Electronics,MacBook Pro 16,82,944.65,0.25,58095.98,45319.97,12776.01
2023-02-26,2023,2,Chicago,Small Business,Online,Office Supplies,Office Supplies,Notebook,42,634.44,0.28,19185.47,12003.79,7181.68
2025-05-26,2025,5,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Notebook,51,762.83,0.02,38126.24,32336.92,5789.32
2023-01-01,2023,1,Phoenix,Corporate,In-Store,Furniture,Furniture,File Cabinet,85,192.62,0.17,13589.34,11818.1,1771.24
2025-01-18,2025,1,New York,Corporate,In-Store,Furniture,Furniture,Office Chair,6,175.63,0.08,969.48,800.4,169.08
2023-09-30,2023,9,Los Angeles,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,86,644.87,0.11,49358.35,37644.08,11714.27
2025-08-29,2025,8,San Antonio,Corporate,Online,Electronics,Electronics,Fitbit Versa 4,84,589.94,0.03,48068.31,42840.73,5227.58
2025-05-25,2025,5,Chicago,Corporate,In-Store,Clothing,Clothing,Jacket,77,711.52,0.21,43281.76,30217.86,13063.9
2023-11-26,2023,11,Los Angeles,Home Office,In-Store,Furniture,Furniture,File Cabinet,67,955.72,0.29,45463.6,28012.17,17451.43
2023-10-05,2023,10,Los Angeles,Small Business,In-Store,Clothing,Clothing,Men's T-Shirt,13,79.8,0.03,1006.28,891.63,114.65
2025-12-27,2025,12,Philadelphia,Home Office,Online,Clothing,Clothing,Men's T-Shirt,72,461.76,0.25,24935.04,16670.51,8264.53
2024-10-19,2024,10,Houston,Home Office,In-Store,Electronics,Electronics,Samsung Galaxy S23,14,712.1,0.23,7676.44,6814.7,861.74
2024-01-23,2024,1,Houston,Home Office,In-Store,Electronics,Electronics,Dell XPS 13,84,468.08,0.13,34207.29,24323.0,9884.29
2023-02-23,2023,2,San Antonio,Consumer,In-Store,Clothing,Clothing,Sneakers,84,561.24,0.24,35829.56,29876.45,5953.11
2023-01-23,2023,1,Los Angeles,Consumer,In-Store,Furniture,Furniture,File Cabinet,54,685.72,0.13,32215.13,20169.32,12045.81
2023-08-15,2023,8,Chicago,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,62,996.04,0.12,54343.94,43208.18,11135.76
2023-04-12,2023,4,San Antonio,Home Office,In-Store,Electronics,Electronics,Sony WH-1000XM5,75,308.36,0.14,19889.22,17497.58,2391.64
2024-12-07,2024,12,Phoenix,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,6,475.67,0.25,2140.51,1715.3,425.21
2025-07-05,2025,7,Dallas,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,95,795.76,0.05,71817.34,56900.25,14917.09
2024-08-22,2024,8,San Jose,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,44,65.92,0.16,2436.4,2175.5,260.9
2024-08-29,2024,8,Houston,Home Office,Online,Electronics,Electronics,iPhone 14 Pro,84,275.23,0.17,19189.04,16456.91,2732.13
2024-09-24,2024,9,Los Angeles,Home Office,In-Store,Clothing,Clothing,Women's Jeans,58,126.87,0.15,6254.69,4443.25,1811.44
2023-10-26,2023,10,San Antonio,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,10,555.58,0.08,5111.34,4427.74,683.6
2023-02-03,2023,2,Houston,Consumer,In-Store,Clothing,Clothing,Women's Jeans,75,42.84,0.13,2795.31,1740.22,1055.09
2024-10-03,2024,10,Dallas,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,78,927.36,0.1,65100.67,55166.07,9934.6
2023-10-31,2023,10,Chicago,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,18,410.5,0.02,7241.22,5569.11,1672.11
2025-02-04,2025,2,Dallas,Consumer,In-Store,Furniture,Furniture,Conference Table,10,731.96,0.21,5782.48,3708.98,2073.5
2024-02-18,2024,2,Los Angeles,Home Office,In-Store,Electronics,Electronics,Kindle Paperwhite,84,660.89,0.25,41636.07,31227.44,10408.63
2023-11-28,2023,11,Chicago,Home Office,Online,Clothing,Clothing,Men's T-Shirt,29,677.34,0.15,16696.43,11927.82,4768.61
2024-02-12,2024,2,Philadelphia,Small Business,In-Store,Clothing,Clothing,Women's Jeans,23,591.83,0.01,13475.97,11554.95,1921.02
2025-12-06,2025,12,Houston,Corporate,Online,Clothing,Clothing,Women's Jeans,15,921.85,0.02,13551.19,8527.18,5024.01
2023-01-03,2023,1,San Jose,Corporate,In-Store,Furniture,Furniture,Bookshelf,18,550.0,0.26,7326.0,6564.64,761.36
2025-05-01,2025,5,New York,Small Business,Online,Furniture,Furniture,Bookshelf,62,617.02,0.24,29073.98,25770.66,3303.32
2025-01-17,2025,1,San Antonio,Corporate,In-Store,Furniture,Furniture,Office Chair,10,123.39,0.14,1061.15,758.69,302.46
2025-07-17,2025,7,San Antonio,Home Office,Online,Office Supplies,Office Supplies,Stapler,66,292.34,0.13,16786.16,13750.88,3035.28
2023-12-18,2023,12,Los Angeles,Consumer,In-Store,Furniture,Furniture,Bookshelf,86,572.18,0.27,35921.46,23265.13,12656.33
2025-02-12,2025,2,Los Angeles,Corporate,In-Store,Electronics,Electronics,Fitbit Versa 4,19,501.56,0.02,9339.05,6527.68,2811.37
2024-07-09,2024,7,Dallas,Home Office,In-Store,Electronics,Electronics,Dell XPS 13,5,27.38,0.12,120.47,107.11,13.36
2023-11-17,2023,11,San Diego,Consumer,Online,Clothing,Clothing,Men's T-Shirt,3,658.38,0.24,1501.11,1244.43,256.68
2023-08-19,2023,8,San Jose,Home Office,Online,Office Supplies,Office Supplies,Stapler,55,805.85,0.23,34127.75,22874.44,11253.31
2025-10-27,2025,10,Houston,Small Business,In-Store,Furniture,Furniture,Bookshelf,2,760.25,0.23,1170.79,1030.55,140.24
2023-08-16,2023,8,Los Angeles,Home Office,Online,Office Supplies,Office Supplies,Notebook,70,330.63,0.24,17589.52,11252.22,6337.3
2024-07-17,2024,7,San Jose,Small Business,Online,Clothing,Clothing,Sneakers,80,54.35,0.14,3739.28,2511.0,1228.28
2025-02-13,2025,2,Philadelphia,Home Office,Online,Furniture,Furniture,Office Chair,21,474.04,0.15,8461.61,7275.0,1186.61
2025-08-11,2025,8,San Antonio,Home Office,In-Store,Furniture,Furniture,Office Chair,90,559.9,0.04,48375.36,39996.44,8378.92
2025-06-15,2025,6,Philadelphia,Corporate,In-Store,Furniture,Furniture,Office Chair,19,439.63,0.16,7016.49,5417.33,1599.16
2024-03-25,2024,3,San Antonio,Corporate,In-Store,Clothing,Clothing,Sneakers,68,73.59,0.15,4253.5,3283.73,969.77
2023-03-10,2023,3,Chicago,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,12,24.3,0.25,218.7,147.29,71.41
2024-05-13,2024,5,Philadelphia,Consumer,Online,Furniture,Furniture,File Cabinet,63,938.95,0.06,55604.62,39580.58,16024.04
2024-08-06,2024,8,Chicago,Consumer,In-Store,Clothing,Clothing,Socks,38,759.24,0.13,25100.47,18554.77,6545.7
2024-08-28,2024,8,Phoenix,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,4,832.87,0.14,2865.07,2265.81,599.26
2024-05-28,2024,5,New York,Corporate,Online,Clothing,Clothing,Jacket,99,463.66,0.08,42230.15,37300.39,4929.76
2023-01-22,2023,1,Houston,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,1,497.82,0.24,378.34,316.46,61.88
2024-01-29,2024,1,Phoenix,Small Business,Online,Electronics,Electronics,Fitbit Versa 4,52,390.69,0.22,15846.39,12579.47,3266.92
2024-10-08,2024,10,San Jose,Home Office,Online,Furniture,Furniture,Bookshelf,65,737.12,0.1,43121.52,35221.39,7900.13
2024-02-12,2024,2,Dallas,Corporate,Online,Clothing,Clothing,Women's Jeans,85,719.64,0.15,51993.99,35558.05,16435.94
2024-07-29,2024,7,Dallas,Home Office,Online,Office Supplies,Office Supplies,Notebook,14,909.36,0.23,9802.9,7040.27,2762.63
2023-03-14,2023,3,Dallas,Small Business,Online,Clothing,Clothing,Jacket,63,524.42,0.04,31716.92,21548.34,10168.58
2023-12-12,2023,12,Philadelphia,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,50,912.44,0.23,35128.94,22492.98,12635.96
2023-03-05,2023,3,San Jose,Home Office,Online,Clothing,Clothing,Socks,20,756.02,0.04,14515.58,11389.28,3126.3
2024-03-26,2024,3,Houston,Corporate,Online,Office Supplies,Office Supplies,Stapler,40,64.93,0.12,2285.54,1825.86,459.68
2023-04-26,2023,4,Chicago,Corporate,Online,Clothing,Clothing,Socks,22,488.71,0.29,7633.65,6831.59,802.06
2025-01-05,2025,1,New York,Consumer,Online,Office Supplies,Office Supplies,Stapler,90,967.41,0.14,74877.53,47634.22,27243.31
2023-04-25,2023,4,San Jose,Small Business,Online,Electronics,Electronics,Samsung Galaxy S23,83,92.05,0.3,5348.1,3413.49,1934.61
2024-05-25,2024,5,New York,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,14,197.34,0.13,2403.6,1720.69,682.91
2024-09-24,2024,9,Dallas,Small Business,Online,Electronics,Electronics,Fitbit Versa 4,76,252.64,0.11,17088.57,12141.21,4947.36
2024-12-13,2024,12,Phoenix,Small Business,In-Store,Furniture,Furniture,Office Chair,43,533.84,0.04,22036.92,15344.11,6692.81
2023-03-11,2023,3,New York,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,80,729.03,0.01,57739.18,48209.35,9529.83
2023-06-26,2023,6,Dallas,Small Business,In-Store,Clothing,Clothing,Sneakers,88,446.1,0.08,36116.26,29318.85,6797.41
2025-09-19,2025,9,Philadelphia,Consumer,In-Store,Electronics,Electronics,Sony WH-1000XM5,7,461.61,0.2,2585.02,1755.38,829.64
2023-09-22,2023,9,San Diego,Small Business,Online,Office Supplies,Office Supplies,Printer Paper,45,621.51,0.0,27967.95,23493.89,4474.06
2025-09-27,2025,9,Houston,Home Office,In-Store,Furniture,Furniture,Office Chair,45,773.69,0.13,30289.96,25099.9,5190.06
2023-03-05,2023,3,San Antonio,Small Business,Online,Clothing,Clothing,Women's Jeans,70,925.84,0.24,49254.69,30763.45,18491.24
2023-03-01,2023,3,San Diego,Corporate,In-Store,Furniture,Furniture,Bookshelf,24,275.33,0.06,6211.44,4309.45,1901.99
2025-09-17,2025,9,Houston,Small Business,In-Store,Clothing,Clothing,Men's T-Shirt,14,856.47,0.3,8393.41,7168.01,1225.4
2025-05-27,2025,5,New York,Corporate,In-Store,Furniture,Furniture,Office Chair,54,402.68,0.0,21744.72,13932.54,7812.18
2024-02-16,2024,2,San Jose,Consumer,Online,Furniture,Furniture,Standing Desk,33,562.86,0.15,15788.22,9948.82,5839.4
2025-11-19,2025,11,Chicago,Home Office,Online,Furniture,Furniture,Conference Table,49,481.87,0.15,20069.89,16965.41,3104.48
2024-12-11,2024,12,Philadelphia,Small Business,In-Store,Furniture,Furniture,File Cabinet,16,335.81,0.13,4674.48,3739.48,935.0
2024-09-01,2024,9,San Antonio,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,100,693.42,0.22,54086.76,36601.56,17485.2
2024-09-22,2024,9,Dallas,Small Business,In-Store,Furniture,Furniture,Office Chair,2,61.4,0.03,119.12,103.28,15.84
2023-02-18,2023,2,Chicago,Consumer,Online,Electronics,Electronics,Nikon D3500 DSLR,6,776.68,0.06,4380.48,3122.05,1258.43
2025-10-27,2025,10,San Antonio,Corporate,In-Store,Office Supplies,Office Supplies,Notebook,55,134.05,0.14,6340.57,4969.27,1371.3
2024-03-23,2024,3,San Jose,Small Business,In-Store,Clothing,Clothing,Women's Jeans,39,862.1,0.24,25552.64,21138.12,4414.52
2024-01-06,2024,1,New York,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,74,582.59,0.01,42680.54,27972.17,14708.37
2024-02-15,2024,2,New York,Corporate,Online,Clothing,Clothing,Women's Jeans,44,135.62,0.15,5072.19,4361.74,710.45
2025-06-09,2025,6,Los Angeles,Home Office,In-Store,Furniture,Furniture,File Cabinet,21,340.64,0.27,5222.01,4451.77,770.24
2025-09-25,2025,9,Philadelphia,Corporate,Online,Clothing,Clothing,Jacket,87,25.08,0.27,1592.83,1366.81,226.02
2024-01-21,2024,1,New York,Consumer,In-Store,Furniture,Furniture,Office Chair,65,791.35,0.22,40121.44,29310.87,10810.57
2024-08-25,2024,8,San Jose,Home Office,Online,Clothing,Clothing,Socks,62,447.48,0.03,26911.45,16364.98,10546.47
2025-06-09,2025,6,San Jose,Small Business,Online,Office Supplies,Office Supplies,Stapler,35,403.18,0.2,11289.04,7319.36,3969.68
2023-02-16,2023,2,Philadelphia,Corporate,Online,Clothing,Clothing,Jacket,50,125.87,0.28,4531.32,3785.9,745.42
2024-05-03,2024,5,New York,Small Business,Online,Office Supplies,Office Supplies,Ballpoint Pen,93,853.76,0.05,75429.7,46729.09,28700.61
2024-11-24,2024,11,New York,Home Office,In-Store,Furniture,Furniture,File Cabinet,1,676.21,0.29,480.11,300.39,179.72
2023-12-26,2023,12,Chicago,Small Business,In-Store,Clothing,Clothing,Women's Jeans,9,68.81,0.05,588.33,522.9,65.43
2023-06-12,2023,6,San Diego,Home Office,In-Store,Furniture,Furniture,Office Chair,5,853.66,0.1,3841.47,3169.08,672.39
2023-02-23,2023,2,New York,Consumer,In-Store,Office Supplies,Office Supplies,Notebook,8,614.91,0.04,4722.51,3743.63,978.88
2024-04-27,2024,4,Phoenix,Home Office,In-Store,Electronics,Electronics,Sony WH-1000XM5,39,648.56,0.12,22258.58,17049.89,5208.69
2024-05-05,2024,5,Chicago,Small Business,Online,Furniture,Furniture,Conference Table,67,88.02,0.17,4894.79,4055.85,838.94
2025-10-02,2025,10,Chicago,Small Business,In-Store,Clothing,Clothing,Women's Jeans,27,731.33,0.27,14414.51,11217.37,3197.14
2025-09-09,2025,9,Phoenix,Small Business,In-Store,Furniture,Furniture,Conference Table,58,670.88,0.28,28015.95,22026.1,5989.85
2024-07-20,2024,7,Philadelphia,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,33,151.8,0.11,4458.37,2710.77,1747.6
2025-03-08,2025,3,Phoenix,Small Business,Online,Electronics,Electronics,Kindle Paperwhite,61,241.36,0.04,14134.04,10143.54,3990.5
2023-11-15,2023,11,San Jose,Small Business,In-Store,Furniture,Furniture,Office Chair,30,131.13,0.13,3422.49,2178.75,1243.74
2023-03-08,2023,3,Phoenix,Small Business,Online,Electronics,Electronics,Sony WH-1000XM5,71,912.58,0.04,62201.45,48684.32,13517.13
2023-06-11,2023,6,San Jose,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,49,481.66,0.3,16520.94,12983.35,3537.59
2025-01-17,2025,1,New York,Corporate,Online,Furniture,Furniture,File Cabinet,59,299.71,0.25,13262.17,11602.97,1659.2
2023-09-12,2023,9,San Diego,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,28,874.25,0.18,20072.78,14013.11,6059.67
2025-02-08,2025,2,San Jose,Corporate,In-Store,Electronics,Electronics,GoPro HERO11,25,973.22,0.08,22384.06,17940.13,4443.93
2023-12-05,2023,12,San Diego,Consumer,Online,Electronics,Electronics,MacBook Pro 16,62,588.93,0.21,28845.79,17790.15,11055.64
2025-02-19,2025,2,Dallas,Consumer,Online,Office Supplies,Office Supplies,Notebook,78,115.3,0.14,7734.32,4648.13,3086.19
2025-09-27,2025,9,Phoenix,Small Business,Online,Furniture,Furniture,Bookshelf,40,572.83,0.06,21538.41,18408.43,3129.98
2025-05-26,2025,5,San Jose,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,61,454.32,0.28,19953.73,13337.05,6616.68
2025-10-19,2025,10,San Diego,Small Business,Online,Office Supplies,Office Supplies,Stapler,22,867.1,0.11,16977.82,10751.21,6226.61
2024-07-14,2024,7,Los Angeles,Corporate,Online,Clothing,Clothing,Women's Jeans,19,729.61,0.26,10258.32,9224.05,1034.27
2023-04-22,2023,4,Houston,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,8,678.76,0.25,4072.56,3504.02,568.54
2023-08-06,2023,8,San Diego,Consumer,In-Store,Clothing,Clothing,Jacket,64,562.5,0.05,34200.0,26116.36,8083.64
2023-07-15,2023,7,San Antonio,Consumer,In-Store,Furniture,Furniture,File Cabinet,89,919.42,0.05,77736.96,66186.16,11550.8
2024-07-07,2024,7,San Jose,Small Business,Online,Electronics,Electronics,Dell XPS 13,8,990.82,0.05,7530.23,5115.96,2414.27
2024-04-14,2024,4,San Antonio,Small Business,In-Store,Furniture,Furniture,Bookshelf,79,853.67,0.21,53277.54,34830.65,18446.89
2025-07-27,2025,7,Los Angeles,Consumer,Online,Electronics,Electronics,Sony WH-1000XM5,30,596.17,0.29,12698.42,8635.18,4063.24
2024-08-20,2024,8,Philadelphia,Corporate,In-Store,Furniture,Furniture,Office Chair,9,954.01,0.05,8156.79,5032.71,3124.08
2023-07-28,2023,7,San Jose,Home Office,In-Store,Clothing,Clothing,Socks,71,310.51,0.16,18518.82,12356.36,6162.46
2023-11-22,2023,11,Los Angeles,Corporate,Online,Clothing,Clothing,Men's T-Shirt,65,315.44,0.1,18453.24,13969.8,4483.44
2025-08-16,2025,8,Philadelphia,Home Office,Online,Furniture,Furniture,Conference Table,40,850.72,0.27,24841.02,21213.23,3627.79
2024-03-30,2024,3,San Jose,Small Business,In-Store,Electronics,Electronics,Samsung Galaxy S23,71,456.43,0.24,24628.96,16356.59,8272.37
2024-02-18,2024,2,San Diego,Corporate,Online,Electronics,Electronics,Fitbit Versa 4,34,784.45,0.13,23204.03,14484.86,8719.17
2023-08-30,2023,8,Chicago,Home Office,In-Store,Furniture,Furniture,File Cabinet,50,844.1,0.17,35030.15,28153.02,6877.13
2023-01-17,2023,1,Chicago,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,38,679.45,0.12,22720.81,17439.31,5281.5
2024-11-11,2024,11,Chicago,Small Business,Online,Office Supplies,Office Supplies,Ballpoint Pen,29,933.55,0.17,22470.55,15327.9,7142.65
2025-01-21,2025,1,San Diego,Small Business,In-Store,Clothing,Clothing,Jacket,78,543.19,0.2,33895.06,20910.46,12984.6
2024-05-14,2024,5,Chicago,Home Office,In-Store,Furniture,Furniture,Standing Desk,54,376.75,0.27,14851.48,12107.22,2744.26
2023-02-02,2023,2,Philadelphia,Small Business,Online,Furniture,Furniture,Standing Desk,51,38.25,0.08,1794.69,1125.28,669.41
2025-02-22,2025,2,Phoenix,Consumer,In-Store,Furniture,Furniture,Office Chair,80,240.86,0.19,15607.73,10872.09,4735.64
2025-07-26,2025,7,San Diego,Small Business,Online,Clothing,Clothing,Sneakers,98,452.59,0.08,40805.51,34030.55,6774.96
2024-12-31,2024,12,Dallas,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,99,485.18,0.15,40827.9,31527.59,9300.31
2023-01-16,2023,1,Los Angeles,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,63,427.33,0.28,19383.69,15992.47,3391.22
2023-10-15,2023,10,Philadelphia,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,10,812.93,0.05,7722.83,5220.08,2502.75
2024-07-21,2024,7,San Antonio,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,61,757.95,0.06,43460.85,33855.29,9605.56
2024-04-16,2024,4,Chicago,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,24,654.13,0.29,11146.38,7983.29,3163.09
2023-01-30,2023,1,San Diego,Small Business,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,68,234.34,0.14,13704.2,11733.46,1970.74
2023-03-23,2023,3,San Antonio,Consumer,In-Store,Clothing,Clothing,Jacket,67,556.5,0.22,29082.69,23906.23,5176.46
2023-07-26,2023,7,Chicago,Small Business,In-Store,Furniture,Furniture,Office Chair,90,141.48,0.19,10313.89,8605.82,1708.07
2023-02-24,2023,2,Houston,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,7,382.05,0.14,2299.94,1763.56,536.38
2025-07-17,2025,7,San Diego,Home Office,In-Store,Electronics,Electronics,Samsung Galaxy S23,90,632.52,0.29,40418.03,33238.06,7179.97
2024-08-20,2024,8,Phoenix,Home Office,In-Store,Electronics,Electronics,GoPro HERO11,10,720.03,0.13,6264.26,3997.98,2266.28
2025-01-05,2025,1,San Antonio,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,88,632.46,0.24,42298.92,27807.04,14491.88
2024-02-21,2024,2,San Diego,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,42,160.26,0.04,6461.68,5252.85,1208.83
2023-06-17,2023,6,San Jose,Consumer,Online,Clothing,Clothing,Socks,47,902.26,0.24,32228.73,28757.72,3471.01
2024-08-22,2024,8,Philadelphia,Home Office,In-Store,Clothing,Clothing,Women's Jeans,21,946.78,0.0,19882.38,16450.18,3432.2
2023-08-11,2023,8,New York,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,31,67.55,0.01,2073.11,1256.73,816.38
2023-08-31,2023,8,Chicago,Home Office,In-Store,Electronics,Electronics,Fitbit Versa 4,80,396.1,0.08,29152.96,22292.71,6860.25
2025-09-16,2025,9,San Diego,Corporate,Online,Clothing,Clothing,Women's Jeans,84,468.89,0.25,29540.07,20226.49,9313.58
2023-07-06,2023,7,San Antonio,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,50,975.41,0.23,37553.29,25682.96,11870.33
2025-03-18,2025,3,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,55,299.18,0.05,15632.16,9610.15,6022.01
2023-11-01,2023,11,New York,Small Business,Online,Clothing,Clothing,Jacket,27,850.86,0.25,17229.92,13857.46,3372.46
2025-06-25,2025,6,Los Angeles,Home Office,Online,Furniture,Furniture,Office Chair,48,327.67,0.12,13840.78,11290.37,2550.41
2024-12-08,2024,12,Philadelphia,Corporate,In-Store,Furniture,Furniture,Office Chair,10,892.23,0.13,7762.4,4691.45,3070.95
2024-08-08,2024,8,Chicago,Home Office,In-Store,Clothing,Clothing,Jacket,97,612.64,0.21,46946.6,28309.83,18636.77
2025-03-07,2025,3,San Jose,Home Office,Online,Furniture,Furniture,Standing Desk,86,134.54,0.12,10181.99,7387.66,2794.33
2025-02-23,2025,2,Houston,Consumer,Online,Clothing,Clothing,Jacket,2,433.76,0.23,667.99,532.24,135.75
